Taxon,Taxon_Shortname,pvalue,Persons,loglik,H2,SEH2,Va,SEVa,Ve,SEVe,mu,SEmu,ANTHRO.AGE,SEANTHRO.AGE,ANTHRO.AGE2,SEANTHRO.AGE2,gender,SEgender,ANTHRO.BMI,SEANTHRO.BMI,META.DNA.postclean.reads,SEMETA.DNA.postclean.reads,META.POOP.Freq,SEMETA.POOP.Freq,Varmu,VarANTHRO.AGE,VarANTHRO.AGE2,Vargender,VarANTHRO.BMI,VarMETA.DNA.postclean.reads,VarMETA.POOP.Freq,FDR
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Lactobacillaceae,f_Lactobacillaceae,0.37,4745,-1480.43,0.0344,0.0335,0.0236,0.0238,0.6631,0.0272,0.00591494,0.042053,0.00500786,0.00385441,-5.33E-05,4.32E-05,0.00148168,0.0243175,-0.00583532,0.00350017,-8.67E-09,2.53E-09,-0.0187056,0.022153,0.0188179,0.0169031,0.00820438,5.48E-07,0.00480501,0.0114157,0.000194405,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Lactobacillaceae.g_Lactobacillus,g_Lactobacillus,0.36,4745,-1479.99,0.0346,0.0335,0.0237,0.0238,0.6629,0.0272,0.00533081,0.0420492,0.0050233,0.00385406,-5.35E-05,4.32E-05,0.00191378,0.0243152,-0.00586067,0.00349986,-8.64E-09,2.53E-09,-0.0187214,0.022151,0.0187808,0.0170075,0.00826658,9.15E-07,0.00484685,0.0113445,0.000194732,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Lactobacillaceae.g_Lactobacillus.s_Lactobacillus_delbrueckii,s_Lactobacillus_delbrueckii,1,4745,-583.91,0,0.0339,0,0.0161,0.4749,0.0188,-0.0227366,0.0349483,0.000820801,0.00320426,5.79E-06,3.59E-05,0.019515,0.0202188,-0.00325417,0.00290868,-6.34E-09,2.10E-09,0.000296191,0.0184094,0.00831217,0.000454085,9.67E-05,9.51E-05,0.00149433,0.00610489,4.87E-08,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae,f_Streptococcaceae,0.41,4745,-3245.56,0.0357,0.0335,0.0516,0.0501,1.3935,0.0572,0.0317587,0.0610047,-0.00951595,0.00559136,0.000114774,6.26E-05,-0.0336327,0.0352759,0.00826999,0.00507757,-2.92E-08,3.67E-09,0.00435401,0.0321366,0.115983,0.0610331,0.0380055,0.000282446,0.00965106,0.129364,1.05E-05,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus,g_Streptococcus,0.45,4745,-3181.05,0.0324,0.0335,0.0456,0.0487,1.3607,0.0556,0.0325516,0.0601774,-0.00649911,0.00551574,7.62E-05,6.18E-05,-0.0348627,0.0347989,0.00982023,0.00500869,-3.09E-08,3.62E-09,-0.0149689,0.0317006,0.112035,0.0284688,0.0167632,0.000303483,0.0136085,0.144946,0.000124493,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_parasanguinis,s_Streptococcus_parasanguinis,0.6,4745,-2249.6,0.0243,0.0336,0.0231,0.0327,0.9266,0.0376,-0.0213193,0.0494441,-0.011419,0.00453234,9.63E-05,5.08E-05,0.00717369,0.0285951,0.00691124,0.00411529,-1.23E-08,2.98E-09,0.0165334,0.0260461,0.0414166,0.0878854,0.0267436,1.28E-05,0.00674026,0.0229881,0.000151875,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_salivarius,s_Streptococcus_salivarius,1,4745,-2635.63,0,0.0339,0,0.0379,1.1198,0.0443,-0.0137916,0.0536673,-0.0089128,0.00492052,7.79E-05,5.51E-05,-0.00342184,0.0310484,0.013695,0.00446662,-2.13E-08,3.23E-09,-0.0463966,0.0282697,0.0576594,0.0535414,0.0174886,2.92E-06,0.0264659,0.0690834,0.00119601,1
k_Bacteria.p_Firmicutes.c_Bacilli.o_Lactobacillales.f_Streptococcaceae.g_Streptococcus.s_Streptococcus_thermophilus,s_Streptococcus_thermophilus,1,4745,-2135.64,0,0.0339,0,0.0319,0.9421,0.0373,0.0864958,0.0492258,-0.00524039,0.0045133,2.89E-05,5.06E-05,-0.0581937,0.0284788,0.00750596,0.00409697,-1.79E-08,2.96E-09,-0.00910129,0.0259301,0.0518728,0.0185093,0.00240177,0.000845599,0.0079502,0.0489232,4.60E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia,c_Clostridia,0.095,4745,-631.79,0.0614,0.0332,0.0295,0.0169,0.451,0.019,0.0276613,0.0351815,0.0413423,0.00322346,-0.000393295,3.61E-05,0.0600677,0.020338,0.0230201,0.00292835,1.04E-07,2.12E-09,-0.00252703,0.0185341,3.89503,1.152,0.446272,0.000900937,0.0747788,1.64788,3.55E-06,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales,o_Clostridiales,0.095,4745,-631.83,0.0613,0.0332,0.0295,0.0169,0.451,0.019,0.0276685,0.0351817,0.0413434,0.00322348,-0.000393301,3.61E-05,0.0600636,0.0203382,0.0230192,0.00292837,1.04E-07,2.12E-09,-0.00253355,0.0185342,3.89506,1.15206,0.446284,0.000900816,0.0747729,1.64789,3.57E-06,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae,f_Clostridiaceae,0.1,4745,-3768.66,0.0729,0.033,0.1314,0.0639,1.6716,0.0711,0.0996444,0.0681535,0.0161881,0.0062434,-0.000165609,6.99E-05,-0.0911151,0.0393949,-0.0122907,0.00567287,-3.27E-08,4.10E-09,0.0837526,0.0359051,0.130018,0.176625,0.0791279,0.00207297,0.0213167,0.162687,0.00389726,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium,g_Clostridium,0.058,4745,-3752.41,0.0839,0.0328,0.1504,0.0639,1.6408,0.0705,0.116352,0.0679297,0.0185506,0.00622176,-0.000193507,6.96E-05,-0.102744,0.0392621,-0.0131389,0.00565431,-3.30E-08,4.09E-09,0.0782633,0.035788,0.129318,0.231941,0.108033,0.00263588,0.0243604,0.165187,0.00340313,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_asparagiforme,s_Clostridium_asparagiforme,0.23,4745,-2077.94,0.0478,0.0333,0.0423,0.0309,0.8413,0.0349,0.18174,0.0477073,0.0123864,0.00437194,-0.000160666,4.89E-05,-0.130922,0.0275829,-0.00761081,0.00397087,-1.58E-08,2.87E-09,0.0413949,0.0251322,0.0415369,0.103407,0.0744746,0.00427995,0.00817385,0.0380826,0.000952042,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_bolteae,s_Clostridium_bolteae,0.59,4745,-1044.46,0.0279,0.0336,0.016,0.0197,0.5555,0.0226,0.0811963,0.0383567,0.00359904,0.00351588,-5.51E-05,3.94E-05,-0.05783,0.0221819,-0.0058759,0.00319249,-5.73E-09,2.31E-09,0.044281,0.0202057,0.012776,0.00873043,0.00877191,0.000835064,0.00487207,0.00499067,0.00108943,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_hathewayi,s_Clostridium_hathewayi,0.88,4745,-600.6,0.0059,0.0338,0.0028,0.0161,0.471,0.0188,0.0750533,0.0349156,0.0181101,0.00320112,-0.00021754,3.59E-05,-0.0554931,0.0201981,-0.0090708,0.00290599,-9.88E-09,2.10E-09,0.00649021,0.0183923,0.0119893,0.221057,0.136534,0.000768937,0.0116106,0.014828,2.34E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiaceae.g_Clostridium.s_Clostridium_leptum,s_Clostridium_leptum,0.026,4745,-3184.03,0.0925,0.0327,0.1304,0.0505,1.2795,0.0555,0.181989,0.0602667,0.013489,0.00551907,-0.000137938,6.17E-05,-0.135944,0.034831,-0.00485204,0.00501651,-3.70E-08,3.62E-09,0.100025,0.0317515,0.127319,0.122637,0.0548949,0.00461459,0.00332211,0.207725,0.00555874,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname,f_Clostridiales_noname,0.035,4745,-3549.34,0.0898,0.0328,0.1477,0.0588,1.4968,0.0647,0.0198142,0.0650882,-0.0012686,0.00596088,0.000148952,6.67E-05,-0.0225658,0.0376182,-0.0215699,0.00541783,-3.72E-08,3.91E-09,0.00136802,0.0342915,0.328779,0.00108471,0.0640113,0.000127149,0.065654,0.210214,1.04E-06,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Flavonifractor,g_Flavonifractor,0.3,4745,-3285.55,0.0413,0.0334,0.0608,0.0512,1.4091,0.0581,0.0598617,0.061527,0.0195361,0.00563886,-0.000137755,6.31E-05,-0.0448281,0.0355756,-0.0233891,0.00512109,-3.02E-08,3.70E-09,-0.0131097,0.0324121,0.158561,0.25724,0.0547491,0.000501781,0.0771952,0.138907,9.55E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Flavonifractor.s_Flavonifractor_plautii,s_Flavonifractor_plautii,0.3,4745,-3271.86,0.041,0.0334,0.0599,0.0509,1.4014,0.0578,0.0590778,0.0613495,0.0194822,0.00562261,-0.000137882,6.30E-05,-0.0442141,0.035473,-0.0231151,0.00510631,-3.03E-08,3.69E-09,-0.0115972,0.0323185,0.156914,0.255821,0.0548502,0.000488128,0.0753978,0.139319,7.47E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Pseudoflavonifractor,g_Pseudoflavonifractor,0.19,4745,-3413.84,0.0549,0.0332,0.0852,0.0545,1.4667,0.0613,0.0446583,0.0632272,-0.0263727,0.00579366,0.000357191,6.48E-05,-0.035828,0.0365533,0.000932032,0.0052627,-3.21E-08,3.80E-09,0.099686,0.0333086,0.252212,0.46878,0.368097,0.000320523,0.000122582,0.156206,0.00552118,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Clostridiales_noname.g_Pseudoflavonifractor.s_Pseudoflavonifractor_capillosus,s_Pseudoflavonifractor_capillosus,0.18,4745,-3401.02,0.0561,0.0332,0.0865,0.0542,1.457,0.061,0.0438402,0.0630577,-0.0263637,0.00577803,0.000356442,6.47E-05,-0.0353391,0.0364549,0.0011347,0.0052486,-3.20E-08,3.79E-09,0.0999486,0.0332193,0.250042,0.468462,0.366555,0.000311835,0.000181687,0.155885,0.0055503,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae,f_Eubacteriaceae,0.47,4745,-3015.83,0.0302,0.0335,0.0396,0.0453,1.2721,0.0519,-0.0299085,0.0581157,0.0168814,0.0053269,-0.000154877,5.97E-05,0.0533183,0.0336076,0.00946265,0.00483708,5.03E-08,3.50E-09,-0.0453438,0.0306144,0.788515,0.192079,0.0692044,0.000709848,0.0126354,0.384107,0.00114235,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium,g_Eubacterium,0.43,4745,-3018.96,0.0327,0.0335,0.0429,0.0455,1.2705,0.052,-0.0299385,0.0581567,0.0168445,0.00533051,-0.000154948,5.97E-05,0.0531176,0.0336303,0.00956071,0.00484051,5.03E-08,3.50E-09,-0.0453889,0.0306362,0.788896,0.191239,0.0692686,0.000704514,0.0128987,0.384166,0.00114462,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_eligens,s_Eubacterium_eligens,0.51,4745,-3019.82,0.0287,0.0336,0.0377,0.0454,1.2762,0.052,-0.293439,0.0581628,0.00784798,0.00533131,4.24E-05,5.97E-05,0.191767,0.0336355,-0.024122,0.00484099,-1.33E-08,3.50E-09,0.0459608,0.0306392,0.0660252,0.0415123,0.00518878,0.00918249,0.082109,0.0269685,0.00117365,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_hallii,s_Eubacterium_hallii,0.52,4745,-3754.98,0.0281,0.0336,0.0503,0.0618,1.7408,0.0709,-0.0399684,0.0679091,0.000731137,0.00622471,8.32E-05,6.97E-05,0.0185045,0.0392721,-0.0150351,0.00565218,-4.11E-08,4.09E-09,0.00487528,0.0357733,0.322154,0.000360296,0.0199638,8.55E-05,0.0318991,0.256641,1.32E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_ramulus,s_Eubacterium_ramulus,0.052,4745,-3665.41,0.0887,0.0328,0.1531,0.0618,1.5738,0.068,0.0347839,0.066699,-0.00215031,0.00610853,8.14E-05,6.83E-05,-0.0378949,0.0385495,-0.0104609,0.0055519,-2.98E-08,4.01E-09,-0.128042,0.03514,0.256998,0.00311647,0.0190968,0.00035857,0.0154419,0.134812,0.00910891,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_rectale,s_Eubacterium_rectale,0.26,4745,-3745.43,0.045,0.0334,0.0802,0.0623,1.7041,0.0705,0.0726607,0.0677929,-0.00308706,0.00621284,-6.09E-05,6.96E-05,-0.0254532,0.0391969,0.0232086,0.00564265,3.37E-08,4.08E-09,-0.0343877,0.0357131,0.281868,0.00642319,0.010705,0.000161769,0.0760087,0.172594,0.000657005,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_siraeum,s_Eubacterium_siraeum,0.41,4745,-4676.47,0.0382,0.0335,0.1009,0.0918,2.5407,0.1045,-0.295835,0.08248,0.0151902,0.00755946,-1.46E-05,8.46E-05,0.188693,0.0476925,-0.0233316,0.00686504,4.40E-09,4.96E-09,-0.100806,0.0434498,0.0443046,0.155521,0.0006119,0.00889051,0.0768162,0.0029477,0.00564593,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Eubacteriaceae.g_Eubacterium.s_Eubacterium_ventriosum,s_Eubacterium_ventriosum,0.045,4745,-3092.78,0.0851,0.0328,0.1155,0.0484,1.241,0.0534,0.0161335,0.0591142,-0.00708901,0.00541422,0.000124192,6.06E-05,-0.0243184,0.0341666,-0.00264855,0.00492054,-2.46E-08,3.56E-09,-0.036377,0.0311438,0.132276,0.0338714,0.0444991,0.000147667,0.00098988,0.0922099,0.000735221,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae,f_Lachnospiraceae,0.15,4745,-2396.22,0.0631,0.0331,0.0638,0.0356,0.947,0.0399,-0.0242873,0.051029,0.027097,0.00467535,-0.000135187,5.23E-05,0.0436553,0.0294988,-0.0145582,0.00424743,4.37E-08,3.07E-09,0.00476845,0.0268829,0.683766,0.494884,0.0527265,0.000475869,0.0299076,0.290317,1.26E-05,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Anaerostipes,g_Anaerostipes,0.76,4745,-1087.92,0.0123,0.0337,0.0071,0.0199,0.5748,0.023,0.0508947,0.0386975,0.0103332,0.00354765,-9.26E-05,3.97E-05,-0.0407795,0.0223837,-0.00519918,0.00322078,-1.19E-08,2.33E-09,-0.0399167,0.0203846,0.0150243,0.0719662,0.0247529,0.000415238,0.00381448,0.0216539,0.000885262,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Anaerostipes.s_Anaerostipes_hadrus,s_Anaerostipes_hadrus,0.92,4745,-1041.38,0.0039,0.0338,0.0022,0.0194,0.5684,0.0226,0.0569855,0.0383127,0.00984197,0.00351262,-8.46E-05,3.94E-05,-0.0446345,0.0221639,-0.00512288,0.00318871,-1.19E-08,2.31E-09,-0.036277,0.0201817,0.0147465,0.0652868,0.0206334,0.000497457,0.00370333,0.0215441,0.000731184,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Blautia,g_Blautia,0.89,4745,-3144.58,0.0056,0.0338,0.0078,0.0471,1.3768,0.0548,-0.172507,0.0596841,-0.0171215,0.00547194,0.000263064,6.13E-05,0.106526,0.0345264,-0.00680152,0.00496743,-2.46E-08,3.59E-09,-0.0816522,0.0314394,0.238745,0.197582,0.199657,0.0028335,0.00652796,0.0916013,0.00370424,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Blautia.s_Ruminococcus_gnavus,s_Ruminococcus_gnavus,1,4745,-716.62,0,0.0339,0,0.0171,0.5039,0.02,0.058381,0.0360005,0.00822866,0.00330073,-7.17E-05,3.70E-05,-0.0435904,0.0208276,-0.00839278,0.00299625,-4.79E-09,2.17E-09,-0.0409296,0.0189636,0.00849405,0.0456373,0.0148432,0.000474454,0.00993978,0.00348787,0.00093076,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Blautia.s_Ruminococcus_obeum,s_Ruminococcus_obeum,0.64,4745,-3536.65,0.0205,0.0337,0.0335,0.0561,1.6001,0.0647,-0.0659039,0.0648456,-0.00307834,0.00594437,0.000102114,6.66E-05,0.0243281,0.0375042,-0.0220521,0.00539715,-4.30E-08,3.90E-09,-0.0582871,0.0341591,0.570292,0.00638696,0.0300836,0.000147785,0.068622,0.281585,0.00188759,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Blautia.s_Ruminococcus_torques,s_Ruminococcus_torques,0.34,4745,-880.82,0.045,0.0334,0.024,0.0186,0.5094,0.0211,0.00264017,0.0370677,-0.000623623,0.00339704,4.30E-05,3.80E-05,-0.00654645,0.021432,-0.00725737,0.00308528,-1.64E-08,2.23E-09,-0.0362314,0.0195272,0.071614,0.000262124,0.00534053,1.07E-05,0.0074323,0.0409107,0.000729347,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Butyrivibrio,g_Butyrivibrio,0.0012,4745,-2604.74,0.1675,0.0315,0.1857,0.041,0.9225,0.0429,0.0136748,0.0533641,0.0168058,0.00487871,-4.60E-05,5.45E-05,-0.0051592,0.0308351,-0.0222692,0.00444225,6.30E-09,3.20E-09,-0.0219661,0.0281208,0.0422102,0.190362,0.00609546,6.65E-06,0.0699798,0.00603072,0.000268084,0.24
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Butyrivibrio.s_Butyrivibrio_crossotus,s_Butyrivibrio_crossotus,0.0013,4745,-2600.86,0.1657,0.0315,0.1833,0.0409,0.923,0.0429,0.0125024,0.0533204,0.0166339,0.00487496,-4.25E-05,5.45E-05,-0.00437181,0.0308098,-0.022363,0.0044386,6.48E-09,3.20E-09,-0.0209213,0.0280976,0.0432212,0.186488,0.00521703,4.77E-06,0.0705709,0.0063749,0.000243186,0.2587
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Coprococcus,g_Coprococcus,0.65,4745,-3922.45,0.0187,0.0337,0.036,0.0659,1.886,0.0761,-0.113096,0.0703358,-0.000737403,0.00644776,0.000115368,7.22E-05,0.062824,0.0406805,-0.0269364,0.00585408,-1.17E-08,4.24E-09,-0.0990661,0.0370511,0.159512,0.000366498,0.0384,0.000985517,0.102387,0.0207859,0.00545272,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Coprococcus.s_Coprococcus_catus,s_Coprococcus_catus,0.31,4745,-3726.42,0.0422,0.0334,0.0747,0.0617,1.6954,0.07,-0.0861305,0.0675187,0.000907348,0.00618792,2.11E-05,6.93E-05,0.042259,0.0390396,-0.0166861,0.00561981,-4.28E-08,4.06E-09,-0.016755,0.0355685,0.457608,0.000554893,0.00128355,0.000445915,0.0392895,0.278168,0.000155974,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Coprococcus.s_Coprococcus_comes,s_Coprococcus_comes,0.023,4745,-3130.92,0.094,0.0327,0.1296,0.0494,1.2492,0.0542,-0.0547506,0.059597,0.00384267,0.00545758,2.52E-05,6.10E-05,0.0127796,0.0344436,-0.021906,0.00496077,-3.34E-08,3.58E-09,-0.0657218,0.0313987,0.338002,0.00995239,0.00182968,4.08E-05,0.0677159,0.169244,0.00239984,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Coprococcus.s_Coprococcus_sp_ART55_1,s_Coprococcus_sp_ART55_1,1,4745,1089.69,0,0.0339,0,0.008,0.2367,0.0094,-0.0134531,0.0246743,0.00537149,0.00226228,-2.45E-05,2.53E-05,0.0140513,0.0142749,-0.00367909,0.00205359,4.81E-09,1.49E-09,-0.0403916,0.0129974,0.00934891,0.0194469,0.00172951,4.93E-05,0.00191005,0.00350899,0.000906451,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Dorea,g_Dorea,1,4745,-2729.39,0,0.0339,0,0.0398,1.1744,0.0465,-0.0566143,0.0549604,-0.00297323,0.00503908,0.000101038,5.65E-05,0.0143959,0.0317965,-0.0225687,0.00457424,-2.43E-08,3.31E-09,-0.0983972,0.0289509,0.307281,0.00595824,0.0294529,5.17E-05,0.0718749,0.0895798,0.00537933,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Dorea.s_Dorea_formicigenerans,s_Dorea_formicigenerans,0.095,4745,-3890.09,0.069,0.0331,0.131,0.0671,1.7665,0.0748,0.0388489,0.0699167,0.00424688,0.0064053,5.22E-05,7.17E-05,-0.0359528,0.0404153,-0.0236551,0.0058196,-3.99E-08,4.21E-09,-0.0311073,0.0368337,0.396463,0.0121563,0.00785158,0.000322758,0.0789612,0.241448,0.000537634,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Dorea.s_Dorea_longicatena,s_Dorea_longicatena,1,4745,-3191.27,0,0.0339,0,0.0492,1.4545,0.0576,-0.0735345,0.0611644,-0.00752363,0.0056079,0.000167178,6.28E-05,0.0287147,0.0353857,-0.018259,0.00509059,-2.55E-08,3.68E-09,-0.125454,0.0322189,0.311673,0.0381519,0.0806339,0.000205883,0.0470458,0.0990831,0.00874441,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Dorea.s_Dorea_unclassified,s_Dorea_unclassified,0.34,4745,-3083.33,0.0401,0.0334,0.0541,0.047,1.2956,0.0534,-0.0689715,0.0589588,-0.0119153,0.00540357,0.000175486,6.05E-05,0.0264626,0.0340911,-0.0115958,0.00490733,-1.06E-08,3.55E-09,-0.0156067,0.0310591,0.106249,0.0956918,0.0888477,0.000174855,0.0189743,0.0169927,0.000135328,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Lachnospiraceae_noname,g_Lachnospiraceae_noname,0.016,4745,-3149.09,0.0997,0.0326,0.1386,0.05,1.2511,0.0546,-0.274448,0.0598289,0.0116653,0.00547824,-4.23E-05,6.13E-05,0.160536,0.0345765,-0.030524,0.0049801,-1.78E-08,3.60E-09,-0.0775958,0.0315213,0.174197,0.0917176,0.00515443,0.00643516,0.131476,0.0483508,0.00334534,1
k_Bacteria.p_Firmicutes.c_Clostridia.o_Clostridiales.f_Lachnospiraceae.g_Lachnospiraceae_noname.s_Lachnospiraceae_bacterium_1_1_57FAA,s_Lachnospiraceae_bacterium_1_1_57FAA,0.63,4745,-1205.52,0.021,0.0336,0.0129,0.021,0.5987,0.0242,0.0634577,0.0396757,0.00252335,0.00363703,-3.33E-05,4.07E-05,-0.0416906,0.0229467,-0.00751191,0.00330224,-8.04E-09,2.39E-09,0.0264552,0.0209002,0.0254494,0.00429156,0.00319045,0.000434,0.00796281,0.00983455,0.000388854,1
