Taxon,Taxon_Shortname,pvalue,Persons,loglik,H2,SEH2,Va,SEVa,Ve,SEVe,mu,SEmu,ANTHRO.AGE,SEANTHRO.AGE,ANTHRO.AGE2,SEANTHRO.AGE2,gender,SEgender,ANTHRO.BMI,SEANTHRO.BMI,META.DNA.postclean.reads,SEMETA.DNA.postclean.reads,META.POOP.Freq,SEMETA.POOP.Freq,Varmu,VarANTHRO.AGE,VarANTHRO.AGE2,Vargender,VarANTHRO.BMI,VarMETA.DNA.postclean.reads,VarMETA.POOP.Freq,FDR
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae,f_Veillonellaceae,0.97,4745,-3989.91,0.0012,0.0338,0.0024,0.067,1.9749,0.0783,0.161662,0.0713159,-0.00345687,0.00653859,-9.83E-05,7.33E-05,-0.0970398,0.041258,0.00901546,0.00593549,1.97E-08,4.30E-09,-0.0044561,0.0375664,0.0505448,0.00805429,0.0278652,0.00235133,0.0114694,0.0588887,1.10E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister,g_Dialister,1,4745,-2067.43,0,0.0339,0,0.0302,0.8916,0.0353,0.0523271,0.0478889,0.00279253,0.00439073,-0.000127478,4.92E-05,-0.0171345,0.0277054,-0.00171189,0.0039857,2.72E-08,2.88E-09,-0.00155299,0.0252259,0.0680708,0.00525601,0.0468851,7.33E-05,0.000413539,0.112506,1.34E-06,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Dialister.s_Dialister_invisus,s_Dialister_invisus,1,4745,-1990.29,0,0.0339,0,0.029,0.8553,0.0339,0.024241,0.0469028,0.00411602,0.00430031,-0.000144127,4.82E-05,0.00019065,0.0271349,-0.00122538,0.00390363,2.39E-08,2.82E-09,0.0112489,0.0247065,0.0591517,0.0114187,0.0599315,9.08E-09,0.000211889,0.0866903,7.03E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella,g_Mitsuokella,0.41,4745,1306.46,0.0504,0.0333,0.0107,0.0074,0.2015,0.0084,0.0229573,0.0233797,-0.00255054,0.00214247,3.19E-05,2.40E-05,-0.0170031,0.0135171,0.00330628,0.00194599,-5.40E-10,1.41E-09,-0.00976362,0.0123165,0.00035513,0.00438456,0.0029325,7.22E-05,0.00154257,4.43E-05,5.30E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella.s_Mitsuokella_multacida,s_Mitsuokella_multacida,1,4745,1087.15,0,0.0339,0,0.0079,0.2334,0.0092,-0.0648392,0.0245028,-0.00418207,0.00224655,3.71E-05,2.52E-05,0.0434571,0.0141757,-8.70E-05,0.00203932,4.39E-10,1.48E-09,0.0141401,0.0129071,0.00197287,0.0117881,0.00396885,0.000471558,1.07E-06,2.92E-05,0.000111088,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Mitsuokella.s_Mitsuokella_unclassified,s_Mitsuokella_unclassified,0.27,4745,1691.77,0.0503,0.0333,0.0091,0.0063,0.1713,0.0071,0.00957366,0.0215562,-0.00318057,0.00197537,3.38E-05,2.21E-05,-0.00575301,0.0124628,0.0026101,0.00179421,-1.05E-09,1.30E-09,-0.0068658,0.0113559,0.000407423,0.00681823,0.00330556,8.26E-06,0.000961345,0.000168456,2.62E-05,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella,g_Veillonella,0.35,4745,-3264.74,0.0406,0.0334,0.0591,0.0507,1.3979,0.0576,0.0297264,0.061257,0.00876096,0.00561417,-7.98E-05,6.29E-05,-0.0440566,0.0354197,0.0035305,0.00509861,-3.64E-08,3.69E-09,-0.0654216,0.0322698,0.127154,0.0517326,0.0183926,0.000484657,0.00175888,0.201538,0.00237796,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_parvula,s_Veillonella_parvula,0.37,4745,-1621.81,0.0344,0.0335,0.025,0.0253,0.7039,0.0288,-0.0587736,0.0433248,0.016963,0.00397098,-0.000188402,4.45E-05,0.0293825,0.0250529,-0.00320029,0.00360603,-1.82E-08,2.61E-09,-0.0706795,0.022823,0.0273472,0.193941,0.102408,0.000215571,0.00144526,0.0502346,0.00277556,1
k_Bacteria.p_Firmicutes.c_Negativicutes.o_Selenomonadales.f_Veillonellaceae.g_Veillonella.s_Veillonella_unclassified,s_Veillonella_unclassified,0.42,4745,-3360.87,0.0337,0.0335,0.0512,0.0526,1.4659,0.06,0.0324772,0.0625032,0.0127846,0.00572884,-0.000140165,6.41E-05,-0.0486968,0.0361432,0.00291091,0.00520229,-3.93E-08,3.76E-09,-0.0807468,0.0329259,0.152819,0.110163,0.0566816,0.000592125,0.0011957,0.234394,0.00362255,1
k_Bacteria.p_Proteobacteria,p_Proteobacteria,0.00011,4745,-2753.35,0.1857,0.0312,0.2193,0.044,0.9618,0.0456,0.226884,0.0550625,-0.00905269,0.00503141,7.48E-06,5.62E-05,-0.105131,0.0318172,0.0579007,0.00458368,7.02E-08,3.30E-09,0.18274,0.0290176,2.02804,0.0552353,0.000161323,0.00275976,0.473078,0.748986,0.0185538,0.0242
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria,c_Betaproteobacteria,5.50E-06,4745,-4604.48,0.2042,0.0308,0.527,0.0966,2.0533,0.099,0.401744,0.0813341,0.00563764,0.00742787,-0.000313702,8.30E-05,-0.240852,0.0470005,0.0462615,0.00677073,4.79E-08,4.88E-09,0.235093,0.0428655,1.04213,0.0214218,0.28392,0.0144849,0.301999,0.348269,0.0307073,0.001243
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales,o_Burkholderiales,5.50E-06,4745,-4604.64,0.2042,0.0308,0.527,0.0966,2.0534,0.099,0.401968,0.0813368,0.00562013,0.00742812,-0.000313484,8.30E-05,-0.241018,0.0470021,0.0462688,0.00677095,4.79E-08,4.88E-09,0.234814,0.0428669,1.04203,0.021289,0.283525,0.0145048,0.302093,0.348447,0.0306346,0.001243
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname,f_Burkholderiales_noname,0.11,4745,-3611.19,0.0692,0.0331,0.1167,0.0597,1.5703,0.0665,-0.0928308,0.0659258,-0.0146419,0.00603967,0.000162878,6.76E-05,0.0628482,0.0381083,0.00587622,0.00548742,-2.83E-08,3.97E-09,0.0821605,0.0347312,0.137201,0.144497,0.07654,0.000986277,0.00487261,0.121612,0.0037505,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname,g_Burkholderiales_noname,0.12,4745,-3611.19,0.0683,0.0331,0.1152,0.0597,1.5718,0.0665,-0.0929553,0.0659249,-0.014809,0.00603968,0.000164481,6.76E-05,0.0629573,0.0381081,0.00606744,0.00548734,-2.82E-08,3.97E-09,0.0806037,0.0347307,0.13678,0.147814,0.0780541,0.000989702,0.00519489,0.121001,0.00360971,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Burkholderiales_noname.g_Burkholderiales_noname.s_Burkholderiales_bacterium_1_1_47,s_Burkholderiales_bacterium_1_1_47,0.12,4745,-3597.14,0.0678,0.0331,0.1137,0.0593,1.5633,0.0662,-0.0920803,0.0657296,-0.0148035,0.00602183,0.000164126,6.74E-05,0.0624141,0.0379954,0.00615145,0.00547108,-2.82E-08,3.95E-09,0.0816008,0.0346278,0.135768,0.147704,0.0777176,0.000972698,0.00533974,0.120759,0.00369958,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae,f_Oxalobacteraceae,0.0019,4745,-2671.36,0.1498,0.0318,0.1705,0.0419,0.9681,0.0443,0.0996241,0.0541162,-0.0233917,0.00494974,0.000223262,5.53E-05,-0.065764,0.0312698,0.00562264,0.0045048,-1.37E-08,3.25E-09,0.0600495,0.0285155,0.110391,0.368794,0.14381,0.00107992,0.00446114,0.0283745,0.00200346,0.3743
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter,g_Oxalobacter,0.0019,4745,-2670.84,0.1498,0.0318,0.1706,0.0418,0.9678,0.0443,0.0997046,0.0541102,-0.0233824,0.00494918,0.000223199,5.53E-05,-0.0658255,0.0312663,0.00561378,0.0045043,-1.37E-08,3.25E-09,0.0601435,0.0285123,0.110346,0.368502,0.14373,0.00108193,0.00444709,0.0283755,0.00200974,0.3743
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Oxalobacteraceae.g_Oxalobacter.s_Oxalobacter_formigenes,s_Oxalobacter_formigenes,0.002,4745,-2656.02,0.149,0.0318,0.1685,0.0416,0.9627,0.044,0.0995073,0.0539413,-0.023265,0.00493384,0.000222005,5.51E-05,-0.0657167,0.0311687,0.00561715,0.00449023,-1.37E-08,3.24E-09,0.0603606,0.0284233,0.109354,0.36481,0.142196,0.00107836,0.00445242,0.0283145,0.00202428,0.39
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae,f_Sutterellaceae,4.30E-07,4745,-5077.38,0.2347,0.0302,0.7408,0.1192,2.4157,0.1199,0.414658,0.0898464,0.00238462,0.00819697,-0.000295708,9.15E-05,-0.258206,0.0519277,0.0480503,0.00747943,4.30E-08,5.38E-09,0.256833,0.0473577,0.912339,0.00383266,0.252284,0.0166474,0.325804,0.281405,0.0366493,0.00010062
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella,g_Parasutterella,0.15,4745,-3937.34,0.0573,0.0332,0.1109,0.068,1.8242,0.0764,-0.110248,0.0706045,-0.0111291,0.00646945,0.000201691,7.24E-05,0.061854,0.0408174,-0.0112279,0.00587677,-3.18E-08,4.25E-09,0.0471101,0.0371952,0.255845,0.0834798,0.117364,0.000955318,0.0177895,0.154145,0.00123308,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Parasutterella.s_Parasutterella_excrementihominis,s_Parasutterella_excrementihominis,0.15,4745,-3920.84,0.0567,0.0332,0.1091,0.0675,1.8126,0.0759,-0.110045,0.070359,-0.0112545,0.006447,0.0002025,7.22E-05,0.0617156,0.0406756,-0.0109213,0.00585633,-3.18E-08,4.23E-09,0.048046,0.0370658,0.253369,0.0853716,0.118308,0.000951049,0.0168311,0.153901,0.00128256,1
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterella,g_Sutterella,1.80E-12,4745,-6075.31,0.2993,0.029,1.4468,0.1848,3.3877,0.179,0.295775,0.11081,0.00398904,0.010084,-0.000299259,0.000112555,-0.168028,0.0640823,0.0413944,0.00922463,1.92E-08,6.62E-09,0.163638,0.0584258,0.355312,0.010725,0.258379,0.00704979,0.241795,0.0560508,0.0148775,4.28E-10
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterella.s_Sutterella_wadsworthensis,s_Sutterella_wadsworthensis,1.30E-12,4745,-6065.14,0.3017,0.0289,1.4526,0.1841,3.3624,0.1781,0.29463,0.11057,0.00406431,0.010061,-0.000301088,0.000112297,-0.167942,0.0639449,0.0414195,0.00920458,1.96E-08,6.61E-09,0.155733,0.0582996,0.356474,0.0111336,0.261546,0.00704256,0.242089,0.0586058,0.0134748,3.11E-10
k_Bacteria.p_Proteobacteria.c_Betaproteobacteria.o_Burkholderiales.f_Sutterellaceae.g_Sutterellaceae_unclassified,g_Sutterellaceae_unclassified,0.00053,4745,-3446.75,0.1576,0.0317,0.249,0.0582,1.3305,0.0614,0.117181,0.0637245,-0.000621123,0.0058274,-6.78E-05,6.51E-05,-0.0860971,0.0368215,0.0172711,0.00530465,3.53E-09,3.83E-09,0.112247,0.0335792,0.0518607,0.000260026,0.0132748,0.00185093,0.0420925,0.00189383,0.00700023,0.11024
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria,c_Deltaproteobacteria,0.29,4745,-2989.5,0.0487,0.0333,0.0632,0.0454,1.2344,0.0513,-0.0642727,0.0578127,0.00726272,0.00529795,-0.000202518,5.93E-05,0.0724936,0.0334252,0.0201167,0.00481199,4.69E-08,3.48E-09,-0.0999095,0.0304558,0.482531,0.0355516,0.118329,0.00131224,0.0571055,0.334451,0.00554596,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales,o_Desulfovibrionales,0.29,4745,-2989.54,0.0487,0.0333,0.0632,0.0454,1.2344,0.0513,-0.0642643,0.0578131,0.00726363,0.00529799,-0.000202524,5.93E-05,0.0724886,0.0334254,0.0201162,0.00481202,4.69E-08,3.48E-09,-0.0999179,0.0304561,0.482538,0.0355605,0.118335,0.00131206,0.0571028,0.334453,0.00554689,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae,f_Desulfovibrionaceae,0.29,4745,-2989.53,0.0487,0.0333,0.0631,0.0454,1.2344,0.0513,-0.0642638,0.057813,0.00726118,0.00529799,-0.000202501,5.93E-05,0.0724943,0.0334254,0.020117,0.00481202,4.69E-08,3.48E-09,-0.0999024,0.030456,0.482551,0.0355365,0.118309,0.00131226,0.0571075,0.334475,0.00554518,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Bilophila,g_Bilophila,0.075,4745,-3470.78,0.0737,0.033,0.1172,0.0564,1.4731,0.0627,-0.176621,0.0640072,0.00198976,0.00586349,-0.000228325,6.56E-05,0.156242,0.0369979,0.0229113,0.00532775,3.78E-08,3.85E-09,-0.0471739,0.0337208,0.297907,0.00266847,0.150407,0.00609548,0.0740739,0.217196,0.00123642,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Bilophila.s_Bilophila_unclassified,s_Bilophila_unclassified,0.16,4745,-3326.91,0.0593,0.0332,0.0887,0.0527,1.4074,0.0591,-0.183565,0.0620834,0.00172104,0.00568849,-0.000222919,6.37E-05,0.158661,0.0358905,0.0222633,0.00516752,3.61E-08,3.74E-09,-0.0193075,0.0327063,0.282321,0.00199638,0.143369,0.00628567,0.0699432,0.198423,0.000207117,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Bilophila.s_Bilophila_wadsworthia,s_Bilophila_wadsworthia,0.038,4745,-3046.36,0.0884,0.0328,0.1175,0.0476,1.2128,0.0524,-0.114599,0.0585409,-0.0223306,0.00536141,0.00019631,6.00E-05,0.0692901,0.0338345,0.00570472,0.00487283,-1.79E-08,3.52E-09,-0.018897,0.0308419,0.180457,0.336094,0.111185,0.00119882,0.00459234,0.0489347,0.000198404,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Desulfovibrio,g_Desulfovibrio,0.34,4745,-1499.41,0.0537,0.0333,0.0372,0.0243,0.6553,0.0274,0.0443657,0.0422351,0.0134064,0.00387017,-8.52E-05,4.33E-05,-0.0368988,0.0244175,-0.00838793,0.00351542,1.06E-08,2.54E-09,-0.106623,0.0222497,0.0379535,0.12114,0.0209408,0.000339968,0.00992831,0.0169632,0.00631635,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Desulfovibrio.s_Desulfovibrio_desulfuricans,s_Desulfovibrio_desulfuricans,1,4745,694.26,1.00E-04,0.0339,0,0.0093,0.2745,0.0109,-0.0101023,0.0265735,0.000216189,0.0024364,-5.94E-06,2.73E-05,0.00376088,0.0153737,-0.00494983,0.00221166,3.11E-10,1.60E-09,-0.0124443,0.0139978,0.00416978,3.15E-05,0.000101822,3.53E-06,0.00345737,1.47E-05,8.60E-05,1
k_Bacteria.p_Proteobacteria.c_Deltaproteobacteria.o_Desulfovibrionales.f_Desulfovibrionaceae.g_Desulfovibrio.s_Desulfovibrio_piger,s_Desulfovibrio_piger,0.018,4745,-954.78,0.1292,0.0321,0.0713,0.0201,0.4805,0.0216,0.0506525,0.0376853,0.0146218,0.00344855,-9.51E-05,3.86E-05,-0.0396516,0.0217764,-0.00779648,0.00313698,1.04E-08,2.26E-09,-0.0972617,0.0198563,0.0467744,0.1441,0.0261003,0.000392586,0.00857753,0.0163145,0.0052559,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria,c_Gammaproteobacteria,0.047,4745,-4426.22,0.1008,0.0326,0.2401,0.0857,2.1407,0.0935,0.0439114,0.0783082,-0.0524658,0.00717014,0.000786776,8.02E-05,-0.0282428,0.0452558,0.0134622,0.00651831,-6.57E-09,4.71E-09,0.11589,0.0412574,0.104953,1.8553,1.78593,0.000199172,0.025574,0.00656454,0.00746202,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales,o_Enterobacteriales,0.24,4745,-4320.99,0.0605,0.0332,0.1376,0.0801,2.1373,0.0898,0.045551,0.0765541,-0.0494887,0.00701427,0.000749603,7.85E-05,-0.0311252,0.0442555,0.0120266,0.00637201,-9.46E-09,4.61E-09,0.0937809,0.0403297,0.106169,1.65072,1.62115,0.000241901,0.0204105,0.01359,0.00488643,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae,f_Enterobacteriaceae,0.24,4745,-4321.08,0.0605,0.0332,0.1376,0.0801,2.1374,0.0898,0.0455539,0.0765554,-0.0494908,0.0070144,0.000749621,7.85E-05,-0.0311223,0.0442563,0.0120277,0.00637212,-9.46E-09,4.61E-09,0.0937962,0.0403304,0.106167,1.65086,1.62123,0.000241856,0.020414,0.0135866,0.00488803,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia,g_Escherichia,0.55,4745,-4116.08,0.0305,0.0335,0.0636,0.0721,2.022,0.0825,0.0413215,0.0732821,-0.0395916,0.00671704,0.000606506,7.52E-05,-0.030933,0.042378,0.00512685,0.00609941,-9.72E-09,4.41E-09,0.0894006,0.0386039,0.086996,1.0565,1.06128,0.000238922,0.00370908,0.0143509,0.00444063,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia.s_Escherichia_coli,s_Escherichia_coli,0.74,4745,-3285.95,0.0162,0.0337,0.0238,0.0503,1.4459,0.0582,0.00536857,0.061503,-0.0255516,0.00563819,0.000414549,6.32E-05,-0.00646324,0.0355731,0.00895143,0.00511891,-1.51E-08,3.70E-09,0.0719722,0.0323981,0.0508712,0.440044,0.495807,1.04E-05,0.0113071,0.034595,0.00287802,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Escherichia.s_Escherichia_unclassified,s_Escherichia_unclassified,0.37,4745,-3641.16,0.044,0.0334,0.0752,0.0595,1.6324,0.0675,-0.00621959,0.0663184,-0.0346326,0.00607778,0.000528975,6.80E-05,-0.00844045,0.0383448,0.00188155,0.00551992,-1.67E-08,3.99E-09,0.0782624,0.0349364,0.118651,0.80841,0.807296,1.78E-05,0.000499569,0.0422024,0.00340306,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Enterobacteriales.f_Enterobacteriaceae.g_Klebsiella,g_Klebsiella,1,4745,-107.12,0,0.0339,0,0.013,0.3854,0.0153,-0.030807,0.0314842,-0.00948915,0.00288665,0.00013149,3.23E-05,0.0223221,0.0182147,0.0087702,0.00262036,-5.95E-09,1.90E-09,-0.00314711,0.0165846,0.00377198,0.0606898,0.0498821,0.000124418,0.0108539,0.00537364,5.50E-06,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales,o_Pasteurellales,0.44,4745,-2204.28,0.0332,0.0335,0.0309,0.0323,0.9008,0.0369,-0.0734196,0.0489822,-0.00509625,0.00448958,8.92E-05,5.03E-05,0.038073,0.0283248,0.00431187,0.0040769,-1.94E-08,2.95E-09,-0.0051294,0.0258032,0.0420807,0.017505,0.0229652,0.000361949,0.0026236,0.0571717,1.46E-05,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales.f_Pasteurellaceae,f_Pasteurellaceae,0.44,4745,-2204.41,0.0332,0.0335,0.0309,0.0323,0.9009,0.0369,-0.073432,0.0489836,-0.00509776,0.00448971,8.92E-05,5.03E-05,0.0380863,0.0283256,0.00431243,0.00407702,-1.94E-08,2.95E-09,-0.00511411,0.0258039,0.0420785,0.0175154,0.0229694,0.000362202,0.00262427,0.0571656,1.45E-05,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales.f_Pasteurellaceae.g_Haemophilus,g_Haemophilus,0.45,4745,-2188.07,0.0324,0.0335,0.0299,0.032,0.8954,0.0366,-0.0718157,0.0488144,-0.00608141,0.00447424,9.77E-05,5.01E-05,0.0364567,0.028228,0.00534046,0.00406293,-1.91E-08,2.94E-09,-0.00960586,0.0257148,0.0415537,0.024927,0.0275132,0.00033187,0.0040246,0.0556646,5.13E-05,1
k_Bacteria.p_Proteobacteria.c_Gammaproteobacteria.o_Pasteurellales.f_Pasteurellaceae.g_Haemophilus.s_Haemophilus_parainfluenzae,s_Haemophilus_parainfluenzae,0.4,4745,-2159.97,0.0362,0.0335,0.0331,0.0317,0.8815,0.0362,-0.0667494,0.0485295,-0.00675771,0.00444794,0.000106244,4.98E-05,0.0321558,0.028062,0.00621263,0.00403924,-1.92E-08,2.92E-09,-0.0153435,0.0255649,0.0410658,0.0307794,0.0325668,0.000258185,0.00544649,0.0557706,0.000130802,1
k_Bacteria.p_Verrucomicrobia,p_Verrucomicrobia,0.0073,4745,-5119.62,0.12,0.0323,0.3829,0.1159,2.8084,0.125,-0.295954,0.0906443,0.0183306,0.00829645,-5.54E-05,9.28E-05,0.226068,0.0523804,-0.0456915,0.00754531,5.56E-08,5.45E-09,-0.263972,0.0477592,0.229522,0.226473,0.00883978,0.0127612,0.294602,0.470123,0.038715,1
k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae,c_Verrucomicrobiae,0.0073,4745,-5119.62,0.12,0.0323,0.3829,0.1159,2.8084,0.125,-0.295954,0.0906443,0.0183308,0.00829646,-5.54E-05,9.28E-05,0.226068,0.0523804,-0.0456918,0.00754531,5.56E-08,5.45E-09,-0.263974,0.0477592,0.229524,0.226476,0.00883977,0.0127612,0.294606,0.470128,0.0387154,1
k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales,o_Verrucomicrobiales,0.0073,4745,-5119.64,0.12,0.0323,0.383,0.1159,2.8084,0.125,-0.295941,0.0906447,0.0183311,0.00829649,-5.54E-05,9.28E-05,0.22606,0.0523806,-0.0456919,0.00754534,5.56E-08,5.45E-09,-0.26398,0.0477594,0.229531,0.226484,0.00883939,0.0127603,0.294607,0.470132,0.0387173,1
k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales.f_Verrucomicrobiaceae,f_Verrucomicrobiaceae,0.0073,4745,-5119.66,0.12,0.0323,0.383,0.1159,2.8084,0.125,-0.295942,0.090645,0.0183289,0.00829651,-5.53E-05,9.28E-05,0.226065,0.0523808,-0.0456912,0.00754537,5.56E-08,5.45E-09,-0.263965,0.0477595,0.229535,0.22643,0.00883321,0.0127609,0.294598,0.470156,0.0387129,1
k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales.f_Verrucomicrobiaceae.g_Akkermansia,g_Akkermansia,0.0073,4745,-5119.74,0.1199,0.0323,0.3828,0.1159,2.8086,0.125,-0.296013,0.0906466,0.0182956,0.00829667,-5.50E-05,9.28E-05,0.226136,0.0523817,-0.0456798,0.0075455,5.56E-08,5.45E-09,-0.263748,0.0477604,0.229596,0.225607,0.0087189,0.0127689,0.294451,0.470402,0.0386491,1
k_Bacteria.p_Verrucomicrobia.c_Verrucomicrobiae.o_Verrucomicrobiales.f_Verrucomicrobiaceae.g_Akkermansia.s_Akkermansia_muciniphila,s_Akkermansia_muciniphila,0.0071,4745,-5119.12,0.1204,0.0323,0.3841,0.1159,2.8065,0.1249,-0.295605,0.0906349,0.0181167,0.00829552,-5.35E-05,9.28E-05,0.225879,0.0523749,-0.0452599,0.00754453,5.57E-08,5.45E-09,-0.261454,0.0477543,0.231663,0.221217,0.00826845,0.0127398,0.289062,0.470902,0.03798,1
